id,nome,idade,salario,data_cadastro,ativo
165,Cliente_165,41.0,8387.75,2020-06-13,True
166,Cliente_166,54.0,7466.12,2020-06-14,True
168,Cliente_168,61.0,5289.58,2020-06-16,True
169,Cliente_169,57.0,8547.24,2020-06-17,True
171,Cliente_171,44.0,9711.95,2020-06-19,True
172,Cliente_172,52.0,7398.57,2020-06-20,True
176,Cliente_176,64.0,7365.07,2020-06-24,True
180,Cliente_180,22.0,9388.13,2020-06-28,True
185,Cliente_185,44.0,5937.43,2020-07-03,True
188,Cliente_188,32.0,7161.14,2020-07-06,True
190,Cliente_190,59.0,2249.42,2020-07-08,True
194,Cliente_194,49.0,6454.92,2020-07-12,True
198,Cliente_198,78.0,7713.77,2020-07-16,True
199,Cliente_199,49.0,4676.66,2020-07-17,True
201,Cliente_201,47.0,9918.37,2020-07-19,True
209,Cliente_209,53.0,7754.52,2020-07-27,True
212,Cliente_212,24.0,2677.64,2020-07-30,True
214,Cliente_214,68.0,6703.83,2020-08-01,True
215,Cliente_215,39.0,9170.8,2020-08-02,True
848,Cliente_220,79.0,7424.04,2020-08-07,True
221,Cliente_221,74.0,9097.01,2020-08-08,True
224,Cliente_224,45.0,4948.7,2020-08-11,True
229,Cliente_229,47.0,1599.57,2020-08-16,True
232,Cliente_232,75.0,4883.75,2020-08-19,True
233,Cliente_233,72.0,3995.34,2020-08-20,True
235,Cliente_235,42.0,7243.46,2020-08-22,True
243,Cliente_243,74.0,7362.82,2020-08-30,True
244,Cliente_244,69.0,8007.15,2020-08-31,True
246,Cliente_246,58.0,2840.9,2020-09-02,True
252,Cliente_252,26.0,4409.39,2020-09-08,True
254,Cliente_254,54.0,6435.62,2020-09-10,True
255,Cliente_255,50.0,5520.6,2020-09-11,True
261,Cliente_261,76.0,6385.98,2020-09-17,True
264,Cliente_264,49.0,6391.26,2020-09-20,True
267,Cliente_267,69.0,4082.72,2020-09-23,True
269,Cliente_269,79.0,4812.37,2020-09-25,True
270,Cliente_270,66.0,3591.37,2020-09-26,True
272,Cliente_272,69.0,9206.67,2020-09-28,True
273,Cliente_273,29.0,2252.05,2020-09-29,True
274,Cliente_274,79.0,1907.15,2020-09-30,True
275,Cliente_275,56.0,3304.14,2020-10-01,True
276,Cliente_276,19.0,7534.86,2020-10-02,True
277,Cliente_277,20.0,6336.67,2020-10-03,True
280,Cliente_280,66.0,8110.76,2020-10-06,True
284,Cliente_284,66.0,4369.92,2020-10-10,True
286,Cliente_286,19.0,1695.89,2020-10-12,True
288,Cliente_288,71.0,8563.96,2020-10-14,True
289,Cliente_289,40.0,9196.18,2020-10-15,True
292,Cliente_292,50.0,2489.68,2020-10-18,True
296,Cliente_296,19.0,3803.0,2020-10-22,True
301,Cliente_301,23.0,2850.22,2020-10-27,True
302,Cliente_302,49.0,8090.11,2020-10-28,True
309,Cliente_309,34.0,5327.53,2020-11-04,True
311,Cliente_311,41.0,6283.61,2020-11-06,True
314,Cliente_314,51.0,3234.04,2020-11-09,True
315,Cliente_315,23.0,6198.69,2020-11-10,True
316,Cliente_316,39.0,2489.62,2020-11-11,True
317,Cliente_317,28.0,1304.91,2020-11-12,True
319,Cliente_319,33.0,8024.46,2020-11-14,True
321,Cliente_321,26.0,2980.87,2020-11-16,True
328,Cliente_328,37.0,5815.63,2020-11-23,True
330,Cliente_330,76.0,3696.36,2020-11-25,True
331,Cliente_331,53.0,3789.43,2020-11-26,True
333,Cliente_333,43.0,4841.1,2020-11-28,True
335,Cliente_335,36.0,4144.48,2020-11-30,True
337,Cliente_337,49.0,6624.78,2020-12-02,True
342,Cliente_342,57.0,7426.53,2020-12-07,True
345,Cliente_345,57.0,5329.79,2020-12-10,True
346,Cliente_346,18.0,5473.11,2020-12-11,True
348,Cliente_348,45.0,1926.83,2020-12-13,True
349,Cliente_349,74.0,4009.27,2020-12-14,True
350,Cliente_350,42.0,1679.53,2020-12-15,True
353,Cliente_353,48.0,9076.87,2020-12-18,True
356,Cliente_356,52.0,9810.38,2020-12-21,True
357,Cliente_357,24.0,8558.1,2020-12-22,True
359,Cliente_359,33.0,4671.86,2020-12-24,True
366,Cliente_366,19.0,6124.99,2020-12-31,True
367,Cliente_367,18.0,8987.14,2021-01-01,True
373,Cliente_373,49.0,8261.65,2021-01-07,True
383,Cliente_383,37.0,2104.99,2021-01-17,True
385,Cliente_385,71.0,6786.33,2021-01-19,True
389,Cliente_389,69.0,4022.79,2021-01-23,True
392,Cliente_392,25.0,1308.05,2021-01-26,True
394,Cliente_394,55.0,4106.73,2021-01-28,True
395,Cliente_395,57.0,7964.51,2021-01-29,True
397,Cliente_397,79.0,8749.61,2021-01-31,True
398,Cliente_398,52.0,2975.59,2021-02-01,True
399,Cliente_399,65.0,9770.93,2021-02-02,True
400,Cliente_400,79.0,8017.83,2021-02-03,True
401,Cliente_401,42.0,2028.14,2021-02-04,True
402,Cliente_402,52.0,6091.99,2021-02-05,True
403,Cliente_403,42.0,9868.31,2021-02-06,True
404,Cliente_404,46.0,5239.59,2021-02-07,True
408,Cliente_408,19.0,7675.18,2021-02-11,True
409,Cliente_409,71.0,7289.61,2021-02-12,True
413,Cliente_413,58.0,4795.34,2021-02-16,True
416,Cliente_416,21.0,7221.0,2021-02-19,True
418,Cliente_418,31.0,8403.25,2021-02-21,True
419,Cliente_419,38.0,5766.96,2021-02-22,True
420,Cliente_420,65.0,8335.49,2021-02-23,True
423,Cliente_423,25.0,4647.23,2021-02-26,True
428,Cliente_428,65.0,3373.15,2021-03-03,True
430,Cliente_430,76.0,7589.66,2021-03-05,True
431,Cliente_431,68.0,3256.58,2021-03-06,True
433,Cliente_433,72.0,5448.46,2021-03-08,True
434,Cliente_434,39.0,6159.65,2021-03-09,TRUE
436,Cliente_436,47.0,4639.43,2021-03-11,True
437,Cliente_437,55.0,7938.2,2021-03-12,True
438,Cliente_438,55.0,4798.32,2021-03-13,True
439,Cliente_439,62.0,4184.84,2021-03-14,True
443,Cliente_443,44.0,7938.87,2021-03-18,True
444,Cliente_444,44.0,1614.25,2021-03-19,True
447,Cliente_447,47.0,9239.62,2021-03-22,True
449,Cliente_449,45.0,6493.64,2021-03-24,True
452,Cliente_452,22.0,9586.78,2021-03-27,True
453,Cliente_453,77.0,2215.01,2021-03-28,True
456,Cliente_456,36.0,5858.59,2021-03-31,True
457,Cliente_457,21.0,2458.12,2021-04-01,True
459,Cliente_459,66.0,8617.67,2021-04-03,True
462,Cliente_462,45.0,6609.99,2021-04-06,True
463,Cliente_463,47.0,5268.14,2021-04-07,True
464,Cliente_464,46.0,4099.45,2021-04-08,True
465,Cliente_465,63.0,4163.86,2021-04-09,True
466,Cliente_466,70.0,4715.14,2021-04-10,True
469,Cliente_469,77.0,5137.13,2021-04-13,True
470,Cliente_470,58.0,1683.4,2021-04-14,True
471,Cliente_471,54.0,1699.89,2021-04-15,True
473,Cliente_473,46.0,9709.29,2021-04-17,True
474,Cliente_474,66.0,1047.28,2021-04-18,True
478,Cliente_478,52.0,9658.89,2021-04-22,True
479,Cliente_479,77.0,8110.12,2021-04-23,True
481,Cliente_481,69.0,5691.71,2021-04-25,True
482,Cliente_482,78.0,1780.35,2021-04-26,True
483,Cliente_483,38.0,9623.54,2021-04-27,True
487,Cliente_487,20.0,7516.93,2021-05-01,True
497,Cliente_497,41.0,9994.18,2021-05-11,True
498,Cliente_498,67.0,6002.26,2021-05-12,True
499,Cliente_499,49.0,5258.89,2021-05-13,True
501,Cliente_501,39.0,2084.7,2021-05-15,True
504,Cliente_504,44.0,2037.54,2021-05-18,True
506,Cliente_506,19.0,8158.08,2021-05-20,True
507,Cliente_507,43.0,7705.58,2021-05-21,True
510,Cliente_510,50.0,5701.91,2021-05-24,True
512,Cliente_512,60.0,6851.51,2021-05-26,True
513,Cliente_513,71.0,4282.28,2021-05-27,True
518,Cliente_518,72.0,4969.29,2021-06-01,True
519,Cliente_519,43.0,4640.37,2021-06-02,True
526,Cliente_526,75.0,4841.35,2021-06-09,True
528,Cliente_528,74.0,4757.55,2021-06-11,True
529,Cliente_529,53.0,5157.49,2021-06-12,True
532,Cliente_532,18.0,2669.26,2021-06-15,True
535,Cliente_535,33.0,1630.27,2021-06-18,True
536,Cliente_536,31.0,1085.37,2021-06-19,True
537,Cliente_537,29.0,1474.15,2021-06-20,True
539,Cliente_539,40.0,1338.37,2021-06-22,True
541,Cliente_541,45.0,6226.81,2021-06-24,True
542,Cliente_542,51.0,3445.18,2021-06-25,True
543,Cliente_543,19.0,4584.59,2021-06-26,True
546,Cliente_546,39.0,5702.67,2021-06-29,True
547,Cliente_547,68.0,7590.45,2021-06-30,True
548,Cliente_548,42.0,1030.12,2021-07-01,True
550,Cliente_550,79.0,3673.03,2021-07-03,True
552,Cliente_552,39.0,7439.98,2021-07-05,True
553,Cliente_553,75.0,6301.98,2021-07-06,True
555,Cliente_555,39.0,9193.05,2021-07-08,True
556,Cliente_556,66.0,1405.91,2021-07-09,True
557,Cliente_557,69.0,1985.21,2021-07-10,True
561,Cliente_561,71.0,8181.9,2021-07-14,True
562,Cliente_562,60.0,3330.84,2021-07-15,True
564,Cliente_564,54.0,9840.97,2021-07-17,True
570,Cliente_570,61.0,1584.88,2021-07-23,True
573,Cliente_573,21.0,3075.12,2021-07-26,True
574,Cliente_574,23.0,8475.78,2021-07-27,True
575,Cliente_575,62.0,2083.05,2021-07-28,True
578,Cliente_578,47.0,1330.59,2021-07-31,True
580,Cliente_580,52.0,8435.85,2021-08-02,True
581,Cliente_581,72.0,8206.93,2021-08-03,True
589,Cliente_589,47.0,5420.68,2021-08-11,True
593,Cliente_593,36.0,6606.44,2021-08-15,True
594,Cliente_594,45.0,7730.84,2021-08-16,True
598,Cliente_598,54.0,5116.89,2021-08-20,True
601,Cliente_601,79.0,5290.09,2021-08-23,True
603,Cliente_603,26.0,8669.74,2021-08-25,True
609,Cliente_609,18.0,3273.84,2021-08-31,True
611,Cliente_611,51.0,7261.43,2021-09-02,True
615,Cliente_615,65.0,1985.22,2021-09-06,True
618,Cliente_618,62.0,1553.65,2021-09-09,True
621,Cliente_621,33.0,9158.62,2021-09-12,True
625,Cliente_625,39.0,8780.44,2021-09-16,True
626,Cliente_626,46.0,7605.19,2021-09-17,True
634,Cliente_634,39.0,9370.81,2021-09-25,True
636,Cliente_636,46.0,7290.92,2021-09-27,True
640,Cliente_640,64.0,5189.23,2021-10-01,True
641,Cliente_641,66.0,8911.64,2021-10-02,True
642,Cliente_642,47.0,1046.31,2021-10-03,True
644,Cliente_644,79.0,3057.63,2021-10-05,True
646,Cliente_646,22.0,1010.08,2021-10-07,TRUE
648,Cliente_648,33.0,7809.72,2021-10-09,True
654,Cliente_654,53.0,2042.59,2021-10-15,True
657,Cliente_657,47.0,8368.11,2021-10-18,True
659,Cliente_659,40.0,3550.09,2021-10-20,True
661,Cliente_661,27.0,4890.17,2021-10-22,True
662,Cliente_662,71.0,8561.09,2021-10-23,True
666,Cliente_666,69.0,8099.26,2021-10-27,TRUE
667,Cliente_667,48.0,2563.78,2021-10-28,True
668,Cliente_668,27.0,7937.69,2021-10-29,True
670,Cliente_670,36.0,2497.4,2021-10-31,True
671,Cliente_671,75.0,7938.86,2021-11-01,True
673,Cliente_673,18.0,5262.16,2021-11-03,True
674,Cliente_674,73.0,1521.28,2021-11-04,True
676,Cliente_676,62.0,8671.73,2021-11-06,True
682,Cliente_682,19.0,4452.51,2021-11-12,True
683,Cliente_683,66.0,1590.64,2021-11-13,True
686,Cliente_686,44.0,8369.07,2021-11-16,True
690,Cliente_690,67.0,5216.85,2021-11-20,True
691,Cliente_691,52.0,9498.73,2021-11-21,True
694,Cliente_694,50.0,5743.22,2021-11-24,True
695,Cliente_695,78.0,8433.29,2021-11-25,True
698,Cliente_698,54.0,7955.41,2021-11-28,True
699,Cliente_699,29.0,3070.48,2021-11-29,True
700,Cliente_700,20.0,2182.02,2021-11-30,True
702,Cliente_702,50.0,9669.13,2021-12-02,True
704,Cliente_704,27.0,7581.43,2021-12-04,True
705,Cliente_705,60.0,9185.72,2021-12-05,True
706,Cliente_706,61.0,8716.24,2021-12-06,True
707,Cliente_707,46.0,9680.68,2021-12-07,True
710,Cliente_710,48.0,3807.57,2021-12-10,True
712,Cliente_712,19.0,7519.8,2021-12-12,True
713,Cliente_713,78.0,7712.53,2021-12-13,True
714,Cliente_714,68.0,2803.23,2021-12-14,True
715,Cliente_715,67.0,8813.11,2021-12-15,True
717,Cliente_717,40.0,6064.75,2021-12-17,True
718,Cliente_718,34.0,5243.79,2021-12-18,True
720,Cliente_720,25.0,2433.21,2021-12-20,True
721,Cliente_721,46.0,2833.31,2021-12-21,True
722,Cliente_722,43.0,1820.48,2021-12-22,True
724,Cliente_724,43.0,5083.24,2021-12-24,True
727,Cliente_727,68.0,8171.18,2021-12-27,True
729,Cliente_729,24.0,9206.52,2021-12-29,True
736,Cliente_736,46.0,3227.86,2022-01-05,True
738,Cliente_738,53.0,3029.86,2022-01-07,True
739,Cliente_739,42.0,2447.43,2022-01-08,True
740,Cliente_740,38.0,6863.68,2022-01-09,True
743,Cliente_743,53.0,4899.22,2022-01-12,True
748,Cliente_748,52.0,4559.91,2022-01-17,True
749,Cliente_749,66.0,9772.3,2022-01-18,True
751,Cliente_751,65.0,6912.85,2022-01-20,True
754,Cliente_754,66.0,9170.37,2022-01-23,True
755,Cliente_755,56.0,7518.57,2022-01-24,True
756,Cliente_756,49.0,7742.45,2022-01-25,True
758,Cliente_758,40.0,1925.13,2022-01-27,True
760,Cliente_760,49.0,1165.31,2022-01-29,True
761,Cliente_761,54.0,5341.21,2022-01-30,True
770,Cliente_770,47.0,8420.63,2022-02-08,True
773,Cliente_773,79.0,9797.2,2022-02-11,True
775,Cliente_775,65.0,7238.75,2022-02-13,True
776,Cliente_776,42.0,8392.97,2022-02-14,True
778,Cliente_778,30.0,7033.47,2022-02-16,True
780,Cliente_780,36.0,2117.98,2022-02-18,True
781,Cliente_781,66.0,9065.99,2022-02-19,True
785,Cliente_785,58.0,3689.52,2022-02-23,True
786,Cliente_786,36.0,9416.82,2022-02-24,True
789,Cliente_789,24.0,8050.8,2022-02-27,True
790,Cliente_790,45.0,6510.32,2022-02-28,True
793,Cliente_793,69.0,5977.01,2022-03-03,TRUE
798,Cliente_798,70.0,2476.0,2022-03-08,True
800,Cliente_800,52.0,7523.44,2022-03-10,True
803,Cliente_803,69.0,5313.51,2022-03-13,True
804,Cliente_804,76.0,6541.68,2022-03-14,True
810,Cliente_810,74.0,1392.95,2022-03-20,True
811,Cliente_811,56.0,2455.05,2022-03-21,True
813,Cliente_813,70.0,6879.37,2022-03-23,True
814,Cliente_814,59.0,3990.83,2022-03-24,True
815,Cliente_815,75.0,5882.31,2022-03-25,True
817,Cliente_817,31.0,1733.74,2022-03-27,True
819,Cliente_819,75.0,2985.05,2022-03-29,True
821,Cliente_821,52.0,2832.2,2022-03-31,True
824,Cliente_824,60.0,9647.02,2022-04-03,True
833,Cliente_833,34.0,6292.53,2022-04-12,True
834,Cliente_834,78.0,1264.55,2022-04-13,True
837,Cliente_837,63.0,6379.51,2022-04-16,True
838,Cliente_838,30.0,8136.6,2022-04-17,True
839,Cliente_839,57.0,6895.08,2022-04-18,True
841,Cliente_841,26.0,3554.69,2022-04-20,True
844,Cliente_844,75.0,5192.32,2022-04-23,True
849,Cliente_849,55.0,6416.7,2022-04-28,True
850,Cliente_850,36.0,6692.86,2022-04-29,True
855,Cliente_855,39.0,4934.49,2022-05-04,True
858,Cliente_858,24.0,6336.27,2022-05-07,True
859,Cliente_859,42.0,6214.73,2022-05-08,True
860,Cliente_860,62.0,6963.59,2022-05-09,True
861,Cliente_861,21.0,1857.35,2022-05-10,True
863,Cliente_863,23.0,3809.33,2022-05-12,True
865,Cliente_865,48.0,8721.88,2022-05-14,True
866,Cliente_866,36.0,1081.27,2022-05-15,True
868,Cliente_868,61.0,6388.43,2022-05-17,True
869,Cliente_869,71.0,4569.94,2022-05-18,True
870,Cliente_870,56.0,3133.25,2022-05-19,True
871,Cliente_871,44.0,3112.07,2022-05-20,True
874,Cliente_874,36.0,3978.0,2022-05-23,True
876,Cliente_876,79.0,7024.51,2022-05-25,True
882,Cliente_882,79.0,4233.26,2022-05-31,True
883,Cliente_883,75.0,4414.23,2022-06-01,True
885,Cliente_885,45.0,4210.59,2022-06-03,True
888,Cliente_888,58.0,7348.47,2022-06-06,True
889,Cliente_889,56.0,5017.32,2022-06-07,True
890,Cliente_890,18.0,8777.95,2022-06-08,True
893,Cliente_893,45.0,1307.69,2022-06-11,True
894,Cliente_894,79.0,9880.24,2022-06-12,True
896,Cliente_896,77.0,3080.18,2022-06-14,True
899,Cliente_899,73.0,3022.31,2022-06-17,True
900,Cliente_900,50.0,2620.09,2022-06-18,True
901,Cliente_901,55.0,1797.0,2022-06-19,True
902,Cliente_902,70.0,1929.78,2022-06-20,True
906,Cliente_906,62.0,5319.07,2022-06-24,True
909,Cliente_909,78.0,3908.18,2022-06-27,True
910,Cliente_910,64.0,9757.88,2022-06-28,True
912,Cliente_912,33.0,3288.02,2022-06-30,True
913,Cliente_913,71.0,5695.57,2022-07-01,True
918,Cliente_918,53.0,2291.88,2022-07-06,True
919,Cliente_919,52.0,9458.38,2022-07-07,True
922,Cliente_922,74.0,2695.14,2022-07-10,True
924,Cliente_924,64.0,2405.47,2022-07-12,True
925,Cliente_925,58.0,3111.05,2022-07-13,True
934,Cliente_934,20.0,8781.48,2022-07-22,True
935,Cliente_935,33.0,7916.67,2022-07-23,True
937,Cliente_937,74.0,8159.59,2022-07-25,True
938,Cliente_938,28.0,9268.1,2022-07-26,True
940,Cliente_940,27.0,9467.88,2022-07-28,TRUE
943,Cliente_943,25.0,6194.67,2022-07-31,True
949,Cliente_949,25.0,9940.03,2022-08-06,True
950,Cliente_950,75.0,7771.85,2022-08-07,True
953,Cliente_953,43.0,1981.99,2022-08-10,True
955,Cliente_955,75.0,7886.72,2022-08-12,True
963,Cliente_963,44.0,3671.82,2022-08-20,True
964,Cliente_964,71.0,6841.67,2022-08-21,True
965,Cliente_965,34.0,3955.43,2022-08-22,True
973,Cliente_973,46.0,4999.78,2022-08-30,True
975,Cliente_975,63.0,6283.56,2022-09-01,True
976,Cliente_976,52.0,2516.0,2022-09-02,True
979,Cliente_979,35.0,5504.01,2022-09-05,True
980,Cliente_980,68.0,5881.27,2022-09-06,True
983,Cliente_983,42.0,9228.13,2022-09-09,True
987,Cliente_987,47.0,5739.61,2022-09-13,True
988,Cliente_988,67.0,3214.63,2022-09-14,True
989,Cliente_989,76.0,5290.26,2022-09-15,True
992,Cliente_992,72.0,7721.88,2022-09-18,True
993,Cliente_993,73.0,7439.42,2022-09-19,True
994,Cliente_994,50.0,5691.11,2022-09-20,True
996,Cliente_996,18.0,4877.76,2022-09-22,True
997,Cliente_997,35.0,9070.43,2022-09-23,True
