id,nome,idade,salario,data_cadastro,ativo
174,Cliente_174,52,7626.224653286394,2020-06-22,False
175,Cliente_175,54,5768.56020863005,2020-06-23,False
176,Cliente_176,64,7365.0708608,2020-06-24,True
177,Cliente_177,31,7910.015512985549,2020-06-25,False
178,Cliente_178,20,1785.611616307079,2020-06-26,True
179,Cliente_179,18,5554.935607234123,2020-06-27,False
180,Cliente_180,22,9388.129080312408,2020-06-28,True
181,Cliente_181,43,3885.7797294356287,2020-06-29,False
182,Cliente_182,72,6344.947878021089,2020-06-30,False
183,Cliente_183,31,4323.074333589066,2020-07-01,False
184,Cliente_184,56,5088.411749971897,2020-07-02,False
185,Cliente_185,44,5937.428061443379,2020-07-03,True
186,Cliente_186,26,5940.297819000795,2020-07-04,False
187,Cliente_187,32,2815.5741609721226,2020-07-05,False
188,Cliente_188,32,7161.1439309185,2020-07-06,True
189,Cliente_189,43,1790.8130011839112,2020-07-07,False
190,Cliente_190,59,2249.4229609781837,2020-07-08,True
191,Cliente_191,77,1024.398094728967,2020-07-09,False
192,Cliente_192,30,2050.264577275132,2020-07-10,False
193,Cliente_193,68,5258.49580946703,2020-07-11,False
194,Cliente_194,49,6454.916929502548,2020-07-12,True
195,Cliente_195,56,8148.605049698162,2020-07-13,False
196,Cliente_196,66,1960.2932510209248,2020-07-14,False
197,Cliente_197,69,8656.547140148094,2020-07-15,False
198,Cliente_198,78,7713.770729938463,2020-07-16,True
199,Cliente_199,49,4676.664636423252,2020-07-17,True
200,Cliente_200,21,9396.442603899592,2020-07-18,False
201,Cliente_201,47,9918.365288116516,2020-07-19,True
202,Cliente_202,54,2845.016290479135,2020-07-20,False
203,Cliente_203,40,4413.057264674204,2020-07-21,False
204,Cliente_204,56,9338.0448123074,2020-07-22,False
205,Cliente_205,62,7494.368956761495,2020-07-23,False
206,Cliente_206,32,1432.8517956767892,2020-07-24,False
207,Cliente_207,60,8033.630335762734,2020-07-25,False
208,Cliente_208,46,8451.467984597428,2020-07-26,False
209,Cliente_209,53,7754.517322887822,2020-07-27,True
210,Cliente_210,30,8195.83417827564,2020-07-28,True
211,Cliente_211,49,8426.194090235174,2020-07-29,True
212,Cliente_212,24,2677.644881093297,2020-07-30,True
213,Cliente_213,76,3121.225714584998,2020-07-31,True
214,Cliente_214,68,6703.827073481595,2020-08-01,True
215,Cliente_215,39,9170.795174162644,2020-08-02,True
216,Cliente_216,45,3845.7692406684514,2020-08-03,False
217,Cliente_217,19,6294.760082155511,2020-08-04,False
218,Cliente_218,59,7146.838570754192,2020-08-05,False
219,Cliente_219,62,5067.537411691354,2020-08-06,False
220,Cliente_220,79,7424.042093697933,2020-08-07,True
221,Cliente_221,74,9097.007007629558,2020-08-08,True
222,Cliente_222,70,6616.913897636538,2020-08-09,False
223,Cliente_223,23,5858.029557231697,2020-08-10,False
224,Cliente_224,45,4948.702078495051,2020-08-11,True
225,Cliente_225,45,6197.376438155131,2020-08-12,False
226,Cliente_226,61,4198.262066365563,2020-08-13,False
227,Cliente_227,61,4523.338991813517,2020-08-14,False
228,Cliente_228,37,5786.717317193566,2020-08-15,False
229,Cliente_229,47,1599.5720115173526,2020-08-16,True
230,Cliente_230,79,3061.228518323167,2020-08-17,False
231,Cliente_231,28,5885.64379552068,2020-08-18,False
232,Cliente_232,75,4883.753288227983,2020-08-19,True
233,Cliente_233,72,3995.342073212359,2020-08-20,True
234,Cliente_234,45,7574.942231283713,2020-08-21,False
235,Cliente_235,42,7243.458466630046,2020-08-22,True
236,Cliente_236,56,2500.5768399404487,2020-08-23,False
237,Cliente_237,79,8907.662038360944,2020-08-24,False
238,Cliente_238,50,5458.81263763569,2020-08-25,True
239,Cliente_239,18,7673.148200251408,2020-08-26,False
240,Cliente_240,74,6158.357643316498,2020-08-27,False
241,Cliente_241,44,9979.233543314587,2020-08-28,False
242,Cliente_242,79,7771.628080349405,2020-08-29,False
243,Cliente_243,74,7362.824151191131,2020-08-30,True
244,Cliente_244,69,8007.14745145676,2020-08-31,True
245,Cliente_245,30,2288.151869936227,2020-09-01,False
246,Cliente_246,58,2840.901338525169,2020-09-02,True
247,Cliente_247,20,7426.576740012528,2020-09-03,False
248,Cliente_248,56,5445.833384177764,2020-09-04,False
249,Cliente_249,23,7791.71762674105,2020-09-05,False
250,Cliente_250,25,1926.2442766973047,2020-09-06,False
251,Cliente_251,44,5828.332163361352,2020-09-07,False
252,Cliente_252,26,4409.394090012242,2020-09-08,True
253,Cliente_253,79,5113.001973535105,2020-09-09,False
254,Cliente_254,54,6435.620848652613,2020-09-10,True
255,Cliente_255,50,5520.595127162771,2020-09-11,True
256,Cliente_256,68,5858.745734015531,2020-09-12,False
257,Cliente_257,59,5377.21733796047,2020-09-13,False
258,Cliente_258,61,4680.596593769439,2020-09-14,False
259,Cliente_259,41,7946.937825384206,2020-09-15,False
260,Cliente_260,32,1109.8276508624006,2020-09-16,False
261,Cliente_261,76,6385.984310847043,2020-09-17,True
262,Cliente_262,71,6089.575125906765,2020-09-18,False
263,Cliente_263,49,7445.611672596569,2020-09-19,False
264,Cliente_264,49,6391.264282995939,2020-09-20,True
265,Cliente_265,41,8441.189450281705,2020-09-21,True
266,Cliente_266,58,9631.67315107625,2020-09-22,False
267,Cliente_267,69,4082.7183146068905,2020-09-23,True
268,Cliente_268,66,3046.158847269883,2020-09-24,False
269,Cliente_269,79,4812.371761784346,2020-09-25,True
270,Cliente_270,66,3591.366548281535,2020-09-26,True
271,Cliente_271,75,6534.55236837389,2020-09-27,False
272,Cliente_272,69,9206.67167958668,2020-09-28,True
273,Cliente_273,29,2252.045747287557,2020-09-29,True
274,Cliente_274,79,1907.1514271429785,2020-09-30,True
275,Cliente_275,56,3304.13978668296,2020-10-01,True
276,Cliente_276,19,7534.860274561607,2020-10-02,True
277,Cliente_277,20,6336.666147329394,2020-10-03,True
278,Cliente_278,66,1919.9139780267965,2020-10-04,False
279,Cliente_279,54,9268.75470034672,2020-10-05,False
280,Cliente_280,66,8110.761734116781,2020-10-06,True
281,Cliente_281,73,1207.2034430887377,2020-10-07,False
282,Cliente_282,34,6862.304898894216,2020-10-08,False
283,Cliente_283,76,7941.220016677642,2020-10-09,False
284,Cliente_284,66,4369.918327483798,2020-10-10,True
285,Cliente_285,19,1620.293854304969,2020-10-11,False
286,Cliente_286,19,1695.8895893990853,2020-10-12,True
287,Cliente_287,45,1938.2226944662852,2020-10-13,False
288,Cliente_288,71,8563.956687823807,2020-10-14,True
289,Cliente_289,40,9196.175784301418,2020-10-15,True
290,Cliente_290,54,2105.297036611604,2020-10-16,False
291,Cliente_291,49,3123.154311355731,2020-10-17,False
292,Cliente_292,50,2489.684593305608,2020-10-18,True
293,Cliente_293,18,2676.887915447086,2020-10-19,False
294,Cliente_294,36,8537.417101022429,2020-10-20,False
295,Cliente_295,79,3989.31771389445,2020-10-21,False
296,Cliente_296,19,3802.9983764107706,2020-10-22,True
297,Cliente_297,70,3046.5605878940137,2020-10-23,True
298,Cliente_298,61,6471.049544148328,2020-10-24,False
299,Cliente_299,43,4413.75128546994,2020-10-25,False
300,Cliente_300,49,7698.246866589599,2020-10-26,False
301,Cliente_301,23,2850.2182753807374,2020-10-27,True
302,Cliente_302,49,8090.108998430432,2020-10-28,True
303,Cliente_303,72,6433.493785571251,2020-10-29,False
304,Cliente_304,21,2028.4057005011896,2020-10-30,False
305,Cliente_305,72,4730.541257832649,2020-10-31,False
306,Cliente_306,28,8771.663265516612,2020-11-01,False
307,Cliente_307,73,9306.642086186364,2020-11-02,False
308,Cliente_308,76,5191.301100869318,2020-11-03,False
309,Cliente_309,34,5327.532802801662,2020-11-04,True
310,Cliente_310,55,9266.09252445371,2020-11-05,False
311,Cliente_311,41,6283.614017229105,2020-11-06,True
312,Cliente_312,22,1295.620032190945,2020-11-07,False
313,Cliente_313,69,9214.74516591216,2020-11-08,False
314,Cliente_314,51,3234.037984814367,2020-11-09,True
315,Cliente_315,23,6198.687586823925,2020-11-10,True
316,Cliente_316,39,2489.6198568517643,2020-11-11,True
317,Cliente_317,28,1304.912442219355,2020-11-12,True
318,Cliente_318,65,3803.2585401948168,2020-11-13,False
319,Cliente_319,33,8024.461367914789,2020-11-14,True
320,Cliente_320,50,3498.2845536647637,2020-11-15,False
321,Cliente_321,26,2980.8749267298736,2020-11-16,True
322,Cliente_322,77,2914.1270590710365,2020-11-17,False
323,Cliente_323,76,5636.563141661313,2020-11-18,False
324,Cliente_324,23,9779.871841144806,2020-11-19,False
325,Cliente_325,33,5130.900892153118,2020-11-20,False
326,Cliente_326,46,6015.748320010431,2020-11-21,False
327,Cliente_327,20,8745.688161016606,2020-11-22,False
328,Cliente_328,37,5815.627470402927,2020-11-23,True
329,Cliente_329,77,2660.165842769705,2020-11-24,False
330,Cliente_330,76,3696.3632058982935,2020-11-25,True
331,Cliente_331,53,3789.4323364174975,2020-11-26,True
332,Cliente_332,36,4575.8630391183815,2020-11-27,False
333,Cliente_333,43,4841.100148030744,2020-11-28,True
334,Cliente_334,20,8198.038198668424,2020-11-29,False
335,Cliente_335,36,4144.482991443997,2020-11-30,True
336,Cliente_336,37,5214.086455972414,2020-12-01,False
337,Cliente_337,49,6624.78388345947,2020-12-02,True
338,Cliente_338,24,4399.533526961524,2020-12-03,False
339,Cliente_339,69,8529.083319630996,2020-12-04,False
340,Cliente_340,58,6287.082438106669,2020-12-05,False
341,Cliente_341,50,3646.402112988744,2020-12-06,False
342,Cliente_342,57,7426.532798108454,2020-12-07,True
343,Cliente_343,56,5748.829571303072,2020-12-08,False
344,Cliente_344,35,5810.103021315223,2020-12-09,True
345,Cliente_345,57,5329.791535488273,2020-12-10,True
346,Cliente_346,18,5473.107539391241,2020-12-11,True
347,Cliente_347,28,7888.206529596166,2020-12-12,False
348,Cliente_348,45,1926.83331398184,2020-12-13,True
349,Cliente_349,74,4009.2653017943394,2020-12-14,True
350,Cliente_350,42,1679.5302742350032,2020-12-15,True
351,Cliente_351,67,7779.2159867270575,2020-12-16,False
352,Cliente_352,40,3450.716692482695,2020-12-17,False
353,Cliente_353,48,9076.873688369957,2020-12-18,True
354,Cliente_354,47,5739.206199933644,2020-12-19,False
355,Cliente_355,59,8206.747943375089,2020-12-20,False
356,Cliente_356,52,9810.38292054365,2020-12-21,True
357,Cliente_357,24,8558.099735109136,2020-12-22,True
358,Cliente_358,77,8802.943840103711,2020-12-23,False
359,Cliente_359,33,4671.860458283602,2020-12-24,True
360,Cliente_360,43,5965.503357334058,2020-12-25,False
361,Cliente_361,65,3284.9970763897386,2020-12-26,False
362,Cliente_362,74,2765.017897241075,2020-12-27,False
363,Cliente_363,69,5549.570911954304,2020-12-28,False
364,Cliente_364,77,6355.4408173037855,2020-12-29,False
365,Cliente_365,66,4053.441213065719,2020-12-30,False
366,Cliente_366,19,6124.991659871503,2020-12-31,True
367,Cliente_367,18,8987.144342621526,2021-01-01,True
368,Cliente_368,65,6010.494263050295,2021-01-02,False
369,Cliente_369,79,7487.317866794559,2021-01-03,False
370,Cliente_370,29,8247.834706221147,2021-01-04,False
371,Cliente_371,22,9898.559037598983,2021-01-05,True
372,Cliente_372,54,6428.776619592816,2021-01-06,False
373,Cliente_373,49,8261.651340663273,2021-01-07,True
374,Cliente_374,76,9663.843866993871,2021-01-08,False
375,Cliente_375,72,9499.68753019546,2021-01-09,False
376,Cliente_376,26,2269.736638999422,2021-01-10,True
377,Cliente_377,58,4657.5307744616985,2021-01-11,True
378,Cliente_378,52,3915.910549961197,2021-01-12,False
379,Cliente_379,36,1782.325134553144,2021-01-13,False
380,Cliente_380,65,6699.166974198645,2021-01-14,False
381,Cliente_381,33,7623.14151876402,2021-01-15,True
382,Cliente_382,20,8633.152859201951,2021-01-16,True
383,Cliente_383,37,2104.9920069643767,2021-01-17,True
384,Cliente_384,41,8887.996682877645,2021-01-18,True
385,Cliente_385,71,6786.330072528279,2021-01-19,True
386,Cliente_386,73,7335.515216246585,2021-01-20,True
387,Cliente_387,50,9195.616031862735,2021-01-21,False
388,Cliente_388,41,6622.85143938926,2021-01-22,False
389,Cliente_389,69,4022.792714348516,2021-01-23,True
390,Cliente_390,28,8425.965982803938,2021-01-24,False
391,Cliente_391,66,4267.532909755815,2021-01-25,False
392,Cliente_392,25,1308.052997384762,2021-01-26,True
393,Cliente_393,53,8475.890559087247,2021-01-27,False
394,Cliente_394,55,4106.729303931481,2021-01-28,True
395,Cliente_395,57,7964.510708812062,2021-01-29,True
396,Cliente_396,37,4264.821051993509,2021-01-30,False
397,Cliente_397,79,8749.612179772495,2021-01-31,True
398,Cliente_398,52,2975.594725728628,2021-02-01,True
399,Cliente_399,65,9770.92538678983,2021-02-02,True
400,Cliente_400,79,8017.828973092277,2021-02-03,True
401,Cliente_401,42,2028.1413332835716,2021-02-04,True
402,Cliente_402,52,6091.989579699044,2021-02-05,True
403,Cliente_403,42,9868.305810175612,2021-02-06,True
404,Cliente_404,46,5239.58907424433,2021-02-07,True
405,Cliente_405,35,2638.964249394249,2021-02-08,False
406,Cliente_406,63,5363.005304353115,2021-02-09,False
407,Cliente_407,35,5612.118902937295,2021-02-10,False
408,Cliente_408,19,7675.182498057989,2021-02-11,True
409,Cliente_409,71,7289.612678448139,2021-02-12,True
410,Cliente_410,52,4622.950392372824,2021-02-13,False
411,Cliente_411,33,2962.207967446778,2021-02-14,False
412,Cliente_412,78,6805.487509923965,2021-02-15,False
413,Cliente_413,58,4795.335410979536,2021-02-16,True
414,Cliente_414,53,2190.4859001279738,2021-02-17,False
415,Cliente_415,50,9105.15071112747,2021-02-18,False
416,Cliente_416,21,7220.996718486889,2021-02-19,True
417,Cliente_417,50,7148.654708009332,2021-02-20,False
418,Cliente_418,31,8403.254883205065,2021-02-21,True
419,Cliente_419,38,5766.955107895729,2021-02-22,True
420,Cliente_420,65,8335.489855622114,2021-02-23,True
421,Cliente_421,37,5482.816781599052,2021-02-24,False
422,Cliente_422,73,1604.5785992413907,2021-02-25,False
423,Cliente_423,25,4647.232792249199,2021-02-26,True
424,Cliente_424,24,5477.184045819015,2021-02-27,False
425,Cliente_425,20,7481.823234690662,2021-02-28,False
426,Cliente_426,34,1959.2085711580692,2021-03-01,False
427,Cliente_427,50,2260.166847944041,2021-03-02,False
428,Cliente_428,65,3373.154223711548,2021-03-03,True
429,Cliente_429,29,3398.48554033794,2021-03-04,False
430,Cliente_430,76,7589.661206131562,2021-03-05,True
431,Cliente_431,68,3256.57594505438,2021-03-06,True
432,Cliente_432,39,6697.882570217028,2021-03-07,False
433,Cliente_433,72,5448.464651244442,2021-03-08,True
434,Cliente_434,39,6159.649403614606,2021-03-09,False
435,Cliente_435,63,8542.962668604661,2021-03-10,False
436,Cliente_436,47,4639.433513941219,2021-03-11,True
437,Cliente_437,55,7938.202393578435,2021-03-12,True
438,Cliente_438,55,4798.324535956186,2021-03-13,True
439,Cliente_439,62,4184.842389051245,2021-03-14,True
440,Cliente_440,68,9627.644595818983,2021-03-15,False
441,Cliente_441,71,2659.338286110669,2021-03-16,False
442,Cliente_442,25,1813.0326451984708,2021-03-17,False
443,Cliente_443,44,7938.873329819306,2021-03-18,True
444,Cliente_444,44,1614.2473481868242,2021-03-19,True
445,Cliente_445,51,8533.710916327265,2021-03-20,True
446,Cliente_446,38,4934.740567215192,2021-03-21,False
447,Cliente_447,47,9239.623095627228,2021-03-22,True
448,Cliente_448,50,7493.795750097151,2021-03-23,False
449,Cliente_449,45,6493.642003071618,2021-03-24,True
450,Cliente_450,64,9543.761173519892,2021-03-25,False
451,Cliente_451,50,4569.844357468488,2021-03-26,False
452,Cliente_452,22,9586.782428856695,2021-03-27,True
453,Cliente_453,77,2215.011496790862,2021-03-28,True
454,Cliente_454,78,5353.794477391715,2021-03-29,False
455,Cliente_455,65,3429.201001529754,2021-03-30,False
456,Cliente_456,36,5858.585010173741,2021-03-31,True
457,Cliente_457,21,2458.124901024262,2021-04-01,True
458,Cliente_458,52,8573.76694279039,2021-04-02,False
459,Cliente_459,66,8617.670643831016,2021-04-03,True
460,Cliente_460,34,9597.12681451131,2021-04-04,False
461,Cliente_461,61,2392.0492679491263,2021-04-05,False
462,Cliente_462,45,6609.992958144917,2021-04-06,True
463,Cliente_463,47,5268.135778303326,2021-04-07,True
464,Cliente_464,46,4099.453588398099,2021-04-08,True
465,Cliente_465,63,4163.861450207969,2021-04-09,True
466,Cliente_466,70,4715.141955460771,2021-04-10,True
467,Cliente_467,23,7344.329947200577,2021-04-11,False
468,Cliente_468,52,6384.574524413391,2021-04-12,False
469,Cliente_469,77,5137.1336148501805,2021-04-13,True
470,Cliente_470,58,1683.400693326599,2021-04-14,True
471,Cliente_471,54,1699.8880967106138,2021-04-15,True
472,Cliente_472,41,1021.0545156320044,2021-04-16,False
473,Cliente_473,46,9709.294493863776,2021-04-17,True
474,Cliente_474,66,1047.2843670254642,2021-04-18,True
475,Cliente_475,63,1927.843714123704,2021-04-19,False
476,Cliente_476,70,3831.369011284698,2021-04-20,False
477,Cliente_477,48,8266.87226635085,2021-04-21,True
478,Cliente_478,52,9658.88907187706,2021-04-22,True
479,Cliente_479,77,8110.122029126705,2021-04-23,True
480,Cliente_480,50,7215.042092010765,2021-04-24,False
481,Cliente_481,69,5691.706006722125,2021-04-25,True
482,Cliente_482,78,1780.3469067596525,2021-04-26,True
483,Cliente_483,38,9623.537137035371,2021-04-27,True
484,Cliente_484,49,7825.531725511133,2021-04-28,False
485,Cliente_485,40,6750.5444680083565,2021-04-29,False
486,Cliente_486,50,7831.322609849649,2021-04-30,True
487,Cliente_487,20,7516.929963458248,2021-05-01,True
488,Cliente_488,35,6735.084218105381,2021-05-02,False
489,Cliente_489,42,9825.191201619891,2021-05-03,False
490,Cliente_490,59,9130.274313724223,2021-05-04,False
491,Cliente_491,48,6819.98427205447,2021-05-05,False
492,Cliente_492,71,7238.576903112323,2021-05-06,False
493,Cliente_493,75,1464.36225992839,2021-05-07,False
494,Cliente_494,20,7029.257180950352,2021-05-08,False
495,Cliente_495,57,1397.4889393909016,2021-05-09,False
